country,year,banking_crisis,currency_crisis,debt_crisis,twin_crisis,triple_crisis,all_crises,crisis_intensity_score
Belize,1969,0,0,0,0,0,0,0.0
Belize,1970,0,0,0,0,0,0,0.0
Belize,1971,0,0,0,0,0,0,0.0
Belize,1972,0,0,0,0,0,0,0.0
Belize,1973,0,0,0,0,0,0,0.0
Belize,1974,0,0,0,0,0,0,0.0
Belize,1975,0,0,0,0,0,0,0.0
Belize,1976,0,0,0,0,0,0,0.0
Belize,1977,0,0,0,0,0,0,0.0
Belize,1978,0,0,0,0,0,0,0.0
Belize,1979,0,0,0,0,0,0,0.0
Belize,1980,0,0,0,0,0,0,0.0
Belize,1981,0,0,0,0,0,0,0.0
Belize,1982,0,0,0,0,0,0,0.0
Belize,1983,0,0,0,0,0,0,0.0
Belize,1984,0,0,0,0,0,0,0.0
Belize,1985,0,0,0,0,0,0,0.0
Belize,1986,0,0,0,0,0,0,0.0
Belize,1987,0,0,0,0,0,0,0.0
Belize,1988,0,0,0,0,0,0,0.0
Belize,1989,0,0,0,0,0,0,0.0
Belize,1990,0,0,0,0,0,0,0.0
Belize,1991,0,0,0,0,0,0,0.0
Belize,1992,0,0,0,0,0,0,0.0
Belize,1993,0,0,0,0,0,0,0.0
Belize,1994,0,0,0,0,0,0,0.0
Belize,1995,0,0,0,0,0,0,0.0
Belize,1996,0,0,0,0,0,0,0.0
Belize,1997,0,0,0,0,0,0,0.0
Belize,1998,0,0,0,0,0,0,0.0
Belize,1999,0,0,0,0,0,0,0.0
Belize,2000,0,0,0,0,0,0,0.0
Belize,2001,0,0,0,0,0,0,0.0
Belize,2002,0,0,0,0,0,0,0.0
Belize,2003,0,0,0,0,0,0,0.0
Belize,2004,0,0,0,0,0,0,0.0
Belize,2005,0,0,0,0,0,0,0.0
Belize,2006,0,0,1,0,0,1,28.0
Belize,2007,0,0,1,0,0,1,28.0
Belize,2008,0,0,0,0,0,0,0.0
Belize,2009,0,0,0,0,0,0,0.0
Belize,2010,0,0,0,0,0,0,0.0
Belize,2011,0,0,0,0,0,0,0.0
Belize,2012,0,0,1,0,0,1,28.0
Belize,2013,0,0,1,0,0,1,28.0
Belize,2014,0,0,0,0,0,0,0.0
Belize,2015,0,0,0,0,0,0,0.0
Belize,2016,0,0,0,0,0,0,0.0
Belize,2017,0,0,1,0,0,1,28.0
Belize,2018,0,0,0,0,0,0,0.0
Belize,2019,0,0,0,0,0,0,0.0
Bolivia,1950,0,0,0,0,0,0,0.0
Bolivia,1951,0,0,0,0,0,0,0.0
Bolivia,1952,0,0,0,0,0,0,0.0
Bolivia,1953,0,1,0,0,0,1,28.0
Bolivia,1954,0,0,0,0,0,0,0.0
Bolivia,1955,0,0,0,0,0,0,0.0
Bolivia,1956,0,1,0,0,0,1,28.0
Bolivia,1957,0,0,0,0,0,0,0.0
Bolivia,1958,0,1,0,0,0,1,28.0
Bolivia,1959,0,0,0,0,0,0,0.0
Bolivia,1960,0,0,1,0,0,1,28.0
Bolivia,1961,0,0,1,0,0,1,28.0
Bolivia,1962,0,0,1,0,0,1,28.0
Bolivia,1963,0,0,1,0,0,1,28.0
Bolivia,1964,0,0,1,0,0,1,28.0
Bolivia,1965,0,0,1,0,0,1,28.0
Bolivia,1966,0,0,1,0,0,1,28.0
Bolivia,1967,0,0,1,0,0,1,28.0
Bolivia,1968,0,0,1,0,0,1,28.0
Bolivia,1969,0,0,1,0,0,1,28.0
Bolivia,1970,0,0,0,0,0,0,0.0
Bolivia,1971,0,0,0,0,0,0,0.0
Bolivia,1972,0,1,0,0,0,1,28.0
Bolivia,1973,0,1,0,0,0,1,28.0
Bolivia,1974,0,0,0,0,0,0,0.0
Bolivia,1975,0,0,0,0,0,0,0.0
Bolivia,1976,0,0,0,0,0,0,0.0
Bolivia,1977,0,0,0,0,0,0,0.0
Bolivia,1978,0,0,0,0,0,0,0.0
Bolivia,1979,0,0,0,0,0,0,0.0
Bolivia,1980,0,0,1,0,0,1,28.0
Bolivia,1981,0,0,1,0,0,1,28.0
Bolivia,1982,0,1,1,0,0,1,56.0
Bolivia,1983,0,1,1,0,0,1,56.0
Bolivia,1984,0,1,1,0,0,1,56.0
Bolivia,1985,0,1,1,0,0,1,56.0
Bolivia,1986,1,0,1,0,0,1,52.0
Bolivia,1987,0,0,1,0,0,1,28.0
Bolivia,1988,0,0,1,0,0,1,28.0
Bolivia,1989,0,0,1,0,0,1,28.0
Bolivia,1990,0,0,1,0,0,1,28.0
Bolivia,1991,0,0,1,0,0,1,28.0
Bolivia,1992,0,0,1,0,0,1,28.0
Bolivia,1993,0,0,1,0,0,1,28.0
Bolivia,1994,1,0,1,0,0,1,52.0
Bolivia,1995,0,0,1,0,0,1,28.0
Bolivia,1996,0,0,1,0,0,1,28.0
Bolivia,1997,0,0,1,0,0,1,28.0
Bolivia,1998,0,0,1,0,0,1,28.0
Bolivia,1999,0,0,0,0,0,0,0.0
Bolivia,2000,0,0,0,0,0,0,0.0
Bolivia,2001,0,0,1,0,0,1,28.0
Bolivia,2002,0,0,0,0,0,0,0.0
Bolivia,2003,0,0,0,0,0,0,0.0
Bolivia,2004,0,0,0,0,0,0,0.0
Bolivia,2005,0,0,0,0,0,0,0.0
Bolivia,2006,0,0,0,0,0,0,0.0
Bolivia,2007,0,0,0,0,0,0,0.0
Bolivia,2008,0,0,0,0,0,0,0.0
Bolivia,2009,0,0,0,0,0,0,0.0
Bolivia,2010,0,0,0,0,0,0,0.0
Bolivia,2011,0,0,0,0,0,0,0.0
Bolivia,2012,0,0,0,0,0,0,0.0
Bolivia,2013,0,0,0,0,0,0,0.0
Bolivia,2014,0,0,0,0,0,0,0.0
Bolivia,2015,0,0,0,0,0,0,0.0
Bolivia,2016,0,0,0,0,0,0,0.0
Bolivia,2017,0,0,0,0,0,0,0.0
Bolivia,2018,0,0,0,0,0,0,0.0
Bolivia,2019,0,0,0,0,0,0,0.0
Brazil,1950,0,0,0,0,0,0,0.0
Brazil,1951,0,0,0,0,0,0,0.0
Brazil,1952,0,0,0,0,0,0,0.0
Brazil,1953,0,1,0,0,0,1,28.0
Brazil,1954,0,0,0,0,0,0,0.0
Brazil,1955,0,0,0,0,0,0,0.0
Brazil,1956,0,0,0,0,0,0,0.0
Brazil,1957,0,1,0,0,0,1,28.0
Brazil,1958,0,1,0,0,0,1,28.0
Brazil,1959,0,0,0,0,0,0,0.0
Brazil,1960,0,0,0,0,0,0,0.0
Brazil,1961,0,1,0,0,0,1,28.0
Brazil,1962,0,0,0,0,0,0,0.0
Brazil,1963,0,0,0,0,0,0,0.0
Brazil,1964,0,1,0,0,0,1,28.0
Brazil,1965,0,0,0,0,0,0,0.0
Brazil,1966,0,0,0,0,0,0,0.0
Brazil,1967,0,0,0,0,0,0,0.0
Brazil,1968,0,1,0,0,0,1,28.0
Brazil,1969,0,0,0,0,0,0,0.0
Brazil,1970,0,0,0,0,0,0,0.0
Brazil,1971,0,0,0,0,0,0,0.0
Brazil,1972,0,0,0,0,0,0,0.0
Brazil,1973,0,0,0,0,0,0,0.0
Brazil,1974,0,0,0,0,0,0,0.0
Brazil,1975,0,0,0,0,0,0,0.0
Brazil,1976,0,1,0,0,0,1,28.0
Brazil,1977,0,0,0,0,0,0,0.0
Brazil,1978,0,0,0,0,0,0,0.0
Brazil,1979,0,1,0,0,0,1,28.0
Brazil,1980,0,1,0,0,0,1,28.0
Brazil,1981,0,1,0,0,0,1,28.0
Brazil,1982,0,1,0,0,0,1,28.0
Brazil,1983,0,1,1,0,0,1,56.0
Brazil,1984,0,0,1,0,0,1,28.0
Brazil,1985,0,0,1,0,0,1,28.0
Brazil,1986,0,0,1,0,0,1,28.0
Brazil,1987,0,1,1,0,0,1,56.0
Brazil,1988,0,1,1,0,0,1,56.0
Brazil,1989,0,1,1,0,0,1,56.0
Brazil,1990,1,1,1,0,0,1,80.0
Brazil,1991,1,0,1,0,0,1,52.0
Brazil,1992,1,1,1,0,0,1,80.0
Brazil,1993,1,1,1,0,0,1,80.0
Brazil,1994,1,0,1,0,0,1,52.0
Brazil,1995,1,0,0,0,0,1,24.0
Brazil,1996,1,0,0,0,0,1,24.0
Brazil,1997,1,0,0,0,0,1,24.0
Brazil,1998,1,0,0,0,0,1,24.0
Brazil,1999,0,1,0,0,0,1,28.0
Brazil,2000,0,0,0,0,0,0,0.0
Brazil,2001,0,0,0,0,0,0,0.0
Brazil,2002,0,1,0,0,0,1,28.0
Brazil,2003,0,0,0,0,0,0,0.0
Brazil,2004,0,0,0,0,0,0,0.0
Brazil,2005,0,0,0,0,0,0,0.0
Brazil,2006,0,0,0,0,0,0,0.0
Brazil,2007,0,0,0,0,0,0,0.0
Brazil,2008,0,1,0,0,0,1,28.0
Brazil,2009,0,0,0,0,0,0,0.0
Brazil,2010,0,0,0,0,0,0,0.0
Brazil,2011,0,0,0,0,0,0,0.0
Brazil,2012,0,0,0,0,0,0,0.0
Brazil,2013,0,0,0,0,0,0,0.0
Brazil,2014,0,0,0,0,0,0,0.0
Brazil,2015,0,1,0,0,0,1,28.0
Brazil,2016,0,0,0,0,0,0,0.0
Brazil,2017,0,0,0,0,0,0,0.0
Brazil,2018,0,0,0,0,0,0,0.0
Brazil,2019,0,0,0,0,0,0,0.0
Chile,1950,0,0,0,0,0,0,0.0
Chile,1951,0,1,0,0,0,1,28.0
Chile,1952,0,0,0,0,0,0,0.0
Chile,1953,0,0,0,0,0,0,0.0
Chile,1954,0,0,0,0,0,0,0.0
Chile,1955,0,1,0,0,0,1,28.0
Chile,1956,0,1,0,0,0,1,28.0
Chile,1957,0,0,0,0,0,0,0.0
Chile,1958,0,0,0,0,0,0,0.0
Chile,1959,0,0,0,0,0,0,0.0
Chile,1960,0,0,0,0,0,0,0.0
Chile,1961,0,0,0,0,0,0,0.0
Chile,1962,0,1,0,0,0,1,28.0
Chile,1963,0,1,0,0,0,1,28.0
Chile,1964,0,0,0,0,0,0,0.0
Chile,1965,0,0,0,0,0,0,0.0
Chile,1966,0,0,0,0,0,0,0.0
Chile,1967,0,1,0,0,0,1,28.0
Chile,1968,0,0,0,0,0,0,0.0
Chile,1969,0,0,0,0,0,0,0.0
Chile,1970,0,0,0,0,0,0,0.0
Chile,1971,0,1,0,1,0,1,52.0
Chile,1972,0,1,1,1,0,1,80.0
Chile,1973,0,1,1,1,0,1,80.0
Chile,1974,0,1,1,1,0,1,80.0
Chile,1975,0,1,1,1,0,1,80.0
Chile,1976,1,0,0,0,0,1,24.0
Chile,1977,0,0,0,0,0,0,0.0
Chile,1978,0,0,0,0,0,0,0.0
Chile,1979,0,0,0,0,0,0,0.0
Chile,1980,0,0,0,0,0,0,0.0
Chile,1981,1,0,0,0,1,1,56.0
Chile,1982,1,1,0,0,1,1,84.0
Chile,1983,1,1,1,0,1,1,112.0
Chile,1984,1,0,1,0,0,1,52.0
Chile,1985,1,1,1,0,0,1,80.0
Chile,1986,0,0,1,0,0,1,28.0
Chile,1987,0,0,1,0,0,1,28.0
Chile,1988,0,0,1,0,0,1,28.0
Chile,1989,0,0,1,0,0,1,28.0
Chile,1990,0,0,1,0,0,1,28.0
Chile,1991,0,0,0,0,0,0,0.0
Chile,1992,0,0,0,0,0,0,0.0
Chile,1993,0,0,0,0,0,0,0.0
Chile,1994,0,0,0,0,0,0,0.0
Chile,1995,0,0,0,0,0,0,0.0
Chile,1996,0,0,0,0,0,0,0.0
Chile,1997,0,0,0,0,0,0,0.0
Chile,1998,0,0,0,0,0,0,0.0
Chile,1999,0,0,0,0,0,0,0.0
Chile,2000,0,0,0,0,0,0,0.0
Chile,2001,0,0,0,0,0,0,0.0
Chile,2002,0,0,0,0,0,0,0.0
Chile,2003,0,0,0,0,0,0,0.0
Chile,2004,0,0,0,0,0,0,0.0
Chile,2005,0,0,0,0,0,0,0.0
Chile,2006,0,0,0,0,0,0,0.0
Chile,2007,0,0,0,0,0,0,0.0
Chile,2008,0,0,0,0,0,0,0.0
Chile,2009,0,0,0,0,0,0,0.0
Chile,2010,0,0,0,0,0,0,0.0
Chile,2011,0,0,0,0,0,0,0.0
Chile,2012,0,0,0,0,0,0,0.0
Chile,2013,0,0,0,0,0,0,0.0
Chile,2014,0,0,0,0,0,0,0.0
Chile,2015,0,0,0,0,0,0,0.0
Chile,2016,0,0,0,0,0,0,0.0
Chile,2017,0,0,0,0,0,0,0.0
Chile,2018,0,0,0,0,0,0,0.0
Chile,2019,0,0,0,0,0,0,0.0
Colombia,1950,0,0,0,0,0,0,0.0
Colombia,1951,0,0,0,0,0,0,0.0
Colombia,1952,0,0,0,0,0,0,0.0
Colombia,1953,0,0,0,0,0,0,0.0
Colombia,1954,0,0,0,0,0,0,0.0
Colombia,1955,0,0,0,0,0,0,0.0
Colombia,1956,0,0,0,0,0,0,0.0
Colombia,1957,0,1,0,0,0,1,28.0
Colombia,1958,0,1,0,0,0,1,28.0
Colombia,1959,0,0,0,0,0,0,0.0
Colombia,1960,0,0,0,0,0,0,0.0
Colombia,1961,0,0,0,0,0,0,0.0
Colombia,1962,0,1,0,0,0,1,28.0
Colombia,1963,0,1,0,0,0,1,28.0
Colombia,1964,0,0,0,0,0,0,0.0
Colombia,1965,0,1,0,0,0,1,28.0
Colombia,1966,0,0,0,0,0,0,0.0
Colombia,1967,0,0,0,0,0,0,0.0
Colombia,1968,0,0,0,0,0,0,0.0
Colombia,1969,0,0,0,0,0,0,0.0
Colombia,1970,0,0,0,0,0,0,0.0
Colombia,1971,0,0,0,0,0,0,0.0
Colombia,1972,0,0,0,0,0,0,0.0
Colombia,1973,0,0,0,0,0,0,0.0
Colombia,1974,0,0,0,0,0,0,0.0
Colombia,1975,0,0,0,0,0,0,0.0
Colombia,1976,0,0,0,0,0,0,0.0
Colombia,1977,0,0,0,0,0,0,0.0
Colombia,1978,0,0,0,0,0,0,0.0
Colombia,1979,0,0,0,0,0,0,0.0
Colombia,1980,0,0,0,0,0,0,0.0
Colombia,1981,0,0,0,0,0,0,0.0
Colombia,1982,1,0,0,0,0,1,24.0
Colombia,1983,0,0,0,0,0,0,0.0
Colombia,1984,0,0,0,0,0,0,0.0
Colombia,1985,0,1,0,0,0,1,28.0
Colombia,1986,0,0,0,0,0,0,0.0
Colombia,1987,0,0,0,0,0,0,0.0
Colombia,1988,0,0,0,0,0,0,0.0
Colombia,1989,0,0,0,0,0,0,0.0
Colombia,1990,0,0,0,0,0,0,0.0
Colombia,1991,0,0,0,0,0,0,0.0
Colombia,1992,0,0,0,0,0,0,0.0
Colombia,1993,0,0,0,0,0,0,0.0
Colombia,1994,0,0,0,0,0,0,0.0
Colombia,1995,0,0,0,0,0,0,0.0
Colombia,1996,0,0,0,0,0,0,0.0
Colombia,1997,0,0,0,0,0,0,0.0
Colombia,1998,1,0,0,0,0,1,24.0
Colombia,1999,1,0,0,0,0,1,24.0
Colombia,2000,1,0,0,0,0,1,24.0
Colombia,2001,0,0,0,0,0,0,0.0
Colombia,2002,0,0,0,0,0,0,0.0
Colombia,2003,0,0,0,0,0,0,0.0
Colombia,2004,0,0,0,0,0,0,0.0
Colombia,2005,0,0,0,0,0,0,0.0
Colombia,2006,0,0,0,0,0,0,0.0
Colombia,2007,0,0,0,0,0,0,0.0
Colombia,2008,0,0,0,0,0,0,0.0
Colombia,2009,0,0,0,0,0,0,0.0
Colombia,2010,0,0,0,0,0,0,0.0
Colombia,2011,0,0,0,0,0,0,0.0
Colombia,2012,0,0,0,0,0,0,0.0
Colombia,2013,0,0,0,0,0,0,0.0
Colombia,2014,0,0,0,0,0,0,0.0
Colombia,2015,0,1,0,0,0,1,28.0
Colombia,2016,0,0,0,0,0,0,0.0
Colombia,2017,0,0,0,0,0,0,0.0
Colombia,2018,0,0,0,0,0,0,0.0
Colombia,2019,0,0,0,0,0,0,0.0
Costa Rica,1950,0,0,0,0,0,0,0.0
Costa Rica,1951,0,0,0,0,0,0,0.0
Costa Rica,1952,0,0,0,0,0,0,0.0
Costa Rica,1953,0,0,0,0,0,0,0.0
Costa Rica,1954,0,0,0,0,0,0,0.0
Costa Rica,1955,0,0,0,0,0,0,0.0
Costa Rica,1956,0,0,0,0,0,0,0.0
Costa Rica,1957,0,0,0,0,0,0,0.0
Costa Rica,1958,0,0,0,0,0,0,0.0
Costa Rica,1959,0,0,0,0,0,0,0.0
Costa Rica,1960,0,0,0,0,0,0,0.0
Costa Rica,1961,0,0,0,0,0,0,0.0
Costa Rica,1962,0,0,0,0,0,0,0.0
Costa Rica,1963,0,0,0,0,0,0,0.0
Costa Rica,1964,0,0,0,0,0,0,0.0
Costa Rica,1965,0,0,0,0,0,0,0.0
Costa Rica,1966,0,0,0,0,0,0,0.0
Costa Rica,1967,0,0,0,0,0,0,0.0
Costa Rica,1968,0,0,0,0,0,0,0.0
Costa Rica,1969,0,0,0,0,0,0,0.0
Costa Rica,1970,0,0,0,0,0,0,0.0
Costa Rica,1971,0,0,0,0,0,0,0.0
Costa Rica,1972,0,0,0,0,0,0,0.0
Costa Rica,1973,0,0,0,0,0,0,0.0
Costa Rica,1974,0,0,0,0,0,0,0.0
Costa Rica,1975,0,0,0,0,0,0,0.0
Costa Rica,1976,0,0,0,0,0,0,0.0
Costa Rica,1977,0,0,0,0,0,0,0.0
Costa Rica,1978,0,0,0,0,0,0,0.0
Costa Rica,1979,0,0,0,0,0,0,0.0
Costa Rica,1980,0,0,0,0,0,0,0.0
Costa Rica,1981,0,1,1,1,0,1,80.0
Costa Rica,1982,0,0,1,0,0,1,28.0
Costa Rica,1983,0,0,1,0,0,1,28.0
Costa Rica,1984,0,0,1,0,0,1,28.0
Costa Rica,1985,0,0,1,0,0,1,28.0
Costa Rica,1986,0,0,1,0,0,1,28.0
Costa Rica,1987,1,0,1,0,0,1,52.0
Costa Rica,1988,1,0,1,0,0,1,52.0
Costa Rica,1989,1,0,1,0,0,1,52.0
Costa Rica,1990,1,0,1,0,0,1,52.0
Costa Rica,1991,1,0,1,0,0,1,52.0
Costa Rica,1992,0,0,1,0,0,1,28.0
Costa Rica,1993,0,0,1,0,0,1,28.0
Costa Rica,1994,1,0,1,0,0,1,52.0
Costa Rica,1995,1,0,1,0,0,1,52.0
Costa Rica,1996,0,0,1,0,0,1,28.0
Costa Rica,1997,0,0,0,0,0,0,0.0
Costa Rica,1998,0,0,0,0,0,0,0.0
Costa Rica,1999,0,0,0,0,0,0,0.0
Costa Rica,2000,0,0,0,0,0,0,0.0
Costa Rica,2001,0,0,0,0,0,0,0.0
Costa Rica,2002,0,0,0,0,0,0,0.0
Costa Rica,2003,0,0,0,0,0,0,0.0
Costa Rica,2004,0,0,0,0,0,0,0.0
Costa Rica,2005,0,0,0,0,0,0,0.0
Costa Rica,2006,0,0,0,0,0,0,0.0
Costa Rica,2007,0,0,0,0,0,0,0.0
Costa Rica,2008,0,0,0,0,0,0,0.0
Costa Rica,2009,0,0,0,0,0,0,0.0
Costa Rica,2010,0,0,0,0,0,0,0.0
Costa Rica,2011,0,0,0,0,0,0,0.0
Costa Rica,2012,0,0,0,0,0,0,0.0
Costa Rica,2013,0,0,0,0,0,0,0.0
Costa Rica,2014,0,0,0,0,0,0,0.0
Costa Rica,2015,0,0,0,0,0,0,0.0
Costa Rica,2016,0,0,0,0,0,0,0.0
Costa Rica,2017,0,0,0,0,0,0,0.0
Costa Rica,2018,0,0,0,0,0,0,0.0
Costa Rica,2019,0,0,0,0,0,0,0.0
Cuba,1950,0,0,0,0,0,0,0.0
Cuba,1951,0,0,0,0,0,0,0.0
Cuba,1952,0,0,0,0,0,0,0.0
Cuba,1953,0,0,0,0,0,0,0.0
Cuba,1954,0,0,0,0,0,0,0.0
Cuba,1955,0,0,0,0,0,0,0.0
Cuba,1956,0,0,0,0,0,0,0.0
Cuba,1957,0,0,0,0,0,0,0.0
Cuba,1958,0,0,0,0,0,0,0.0
Cuba,1959,0,0,0,0,0,0,0.0
Cuba,1960,0,0,0,0,0,0,0.0
Cuba,1961,0,0,0,0,0,0,0.0
Cuba,1962,0,0,0,0,0,0,0.0
Cuba,1963,0,0,0,0,0,0,0.0
Cuba,1964,0,0,0,0,0,0,0.0
Cuba,1965,0,0,0,0,0,0,0.0
Cuba,1966,0,0,0,0,0,0,0.0
Cuba,1967,0,0,0,0,0,0,0.0
Cuba,1968,0,0,0,0,0,0,0.0
Cuba,1969,0,0,0,0,0,0,0.0
Cuba,1970,0,0,0,0,0,0,0.0
Cuba,1971,0,0,0,0,0,0,0.0
Cuba,1972,0,0,0,0,0,0,0.0
Cuba,1973,0,0,0,0,0,0,0.0
Cuba,1974,0,0,0,0,0,0,0.0
Cuba,1975,0,0,0,0,0,0,0.0
Cuba,1976,0,0,0,0,0,0,0.0
Cuba,1977,0,0,0,0,0,0,0.0
Cuba,1978,0,0,0,0,0,0,0.0
Cuba,1979,0,0,0,0,0,0,0.0
Cuba,1980,0,0,0,0,0,0,0.0
Cuba,1981,0,0,0,0,0,0,0.0
Cuba,1982,0,0,1,0,0,1,28.0
Cuba,1983,0,0,1,0,0,1,28.0
Cuba,1984,0,0,1,0,0,1,28.0
Cuba,1985,0,0,1,0,0,1,28.0
Cuba,1986,0,0,1,0,0,1,28.0
Cuba,1987,0,0,1,0,0,1,28.0
Cuba,1988,0,0,1,0,0,1,28.0
Cuba,1989,0,0,1,0,0,1,28.0
Cuba,1990,0,0,1,0,0,1,28.0
Cuba,1991,0,0,1,0,0,1,28.0
Cuba,1992,0,0,1,0,0,1,28.0
Cuba,1993,0,0,1,0,0,1,28.0
Cuba,1994,0,0,1,0,0,1,28.0
Cuba,1995,0,0,1,0,0,1,28.0
Cuba,1996,0,0,1,0,0,1,28.0
Cuba,1997,0,0,1,0,0,1,28.0
Cuba,1998,0,0,1,0,0,1,28.0
Cuba,1999,0,0,1,0,0,1,28.0
Cuba,2000,0,0,1,0,0,1,28.0
Cuba,2001,0,0,1,0,0,1,28.0
Cuba,2002,0,0,1,0,0,1,28.0
Cuba,2003,0,0,1,0,0,1,28.0
Cuba,2004,0,0,1,0,0,1,28.0
Cuba,2005,0,0,1,0,0,1,28.0
Cuba,2006,0,0,1,0,0,1,28.0
Cuba,2007,0,0,1,0,0,1,28.0
Cuba,2008,0,0,1,0,0,1,28.0
Cuba,2009,0,0,1,0,0,1,28.0
Cuba,2010,0,0,1,0,0,1,28.0
Cuba,2011,0,0,1,0,0,1,28.0
Cuba,2012,0,0,1,0,0,1,28.0
Cuba,2013,0,0,1,0,0,1,28.0
Cuba,2014,0,0,1,0,0,1,28.0
Cuba,2015,0,0,1,0,0,1,28.0
Cuba,2016,0,0,1,0,0,1,28.0
Cuba,2017,0,0,1,0,0,1,28.0
Cuba,2018,0,0,1,0,0,1,28.0
Cuba,2019,0,0,0,0,0,0,0.0
Dominican Republic,1950,0,0,0,0,0,0,0.0
Dominican Republic,1951,0,0,0,0,0,0,0.0
Dominican Republic,1952,0,0,0,0,0,0,0.0
Dominican Republic,1953,0,0,0,0,0,0,0.0
Dominican Republic,1954,0,0,0,0,0,0,0.0
Dominican Republic,1955,0,0,0,0,0,0,0.0
Dominican Republic,1956,0,0,0,0,0,0,0.0
Dominican Republic,1957,0,0,0,0,0,0,0.0
Dominican Republic,1958,0,0,0,0,0,0,0.0
Dominican Republic,1959,0,0,0,0,0,0,0.0
Dominican Republic,1960,0,0,0,0,0,0,0.0
Dominican Republic,1961,0,0,1,0,0,1,28.0
Dominican Republic,1962,0,0,1,0,0,1,28.0
Dominican Republic,1963,0,0,1,0,0,1,28.0
